약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시
C1106961,서울특별시 동작구 만양로 5 (상도동),건강약국,02-3280-2828,2100,2100,2100,2100,2100,1530,2100,1400,900,900,900,900,900,930,900,830,69,21,126.9465229,37.50538561,42:04.0
C1102974,서울특별시 동대문구 왕산로 176 2층 (전농동),건강약국,02-2282-4830,2000,2000,2000,2000,2000,1500,2100,1400,800,800,800,800,800,800,900,830,25,59,127.0429242,37.57916512,42:04.0
C1102053,서울특별시 마포구 방울내로 70 (망원동),건강약국,02-333-2090,2100,2100,2100,2100,2100,1300,2100,1400,900,900,900,900,900,900,900,830,39,64,126.9033168,37.56008493,42:04.0
C1103846,서울특별시 중랑구 신내로 135 신내9단지아파트 제상가1동 1층 117호 (신내동),건강약국,02-3421-7582,1830,1830,1830,1830,1830,1300,2100,1400,900,900,900,900,900,900,900,830,20,26,127.095848,37.61138454,42:04.0
C1102054,서울특별시 양천구 곰달래로5길 30,건강약국,02-2697-0485,2030,2030,2030,2030,2030,2000,2100,2000,900,900,900,900,900,900,900,900,79,22,126.8334625,37.53242836,42:04.0
C1109267,서울특별시 서대문구 가재울로6길 53-61 1층 (남가좌동),건강약국,02-373-4439,1830,1830,1830,1830,1830,1430,2100,2000,900,900,900,900,900,900,900,900,36,92,126.9230531,37.57670344,42:04.0
C1104271,서울특별시 양천구 오목로 350,건강온누리약국,02-2645-5538,1900,1900,1900,1900,1900,1600,2100,2000,900,900,900,900,900,900,900,900,80,7,126.8762921,37.52414915,42:04.0
C1102043,서울특별시 강남구 삼성로 212,건강온누리약국,02-562-1377,2000,2000,2000,2000,2000,1800,2100,2000,900,900,900,900,900,900,900,900,62,84,127.0639608,37.49533108,42:04.0
C1104249,서울특별시 영등포구 신풍로 113,건강온누리약국,02-831-6008,2000,2000,2000,2000,2000,1700,2100,2000,1000,1000,1000,1000,1000,1000,900,900,73,92,126.91884,37.50015521,42:04.0
C1103196,서울특별시 동작구 상도로 202 (상도동),건강온누리약국,02-815-1120,2100,2100,2100,2100,2100,2000,2000,2000,800,800,800,800,800,900,900,900,69,64,126.9410855,37.50495053,42:04.0
C1101934,서울특별시 강남구 봉은사로114길 42 (삼성동),강남소화약국,02-556-8357,1200,1200,1200,1200,1200,2100,1900,1900,900,900,900,900,900,900,1030,1030,61,72,127.0653266,37.51216962,10:45.0
C1102063,서울특별시 구로구 고척로21나길 18 (개봉동),건강온누리약국,02-2625-3337,2100,2100,2100,2100,2100,2100,1600,2000,900,900,900,900,900,900,1300,900,152,802,126.8446752,37.50286592,42:04.0
C1107773,서울특별시 관악구 남부순환로 1715 101호 (봉천동 신우빌딩),건강온누리약국,070-7740-3349,2100,2100,2100,2100,2100,1600,1600,2000,900,900,900,900,900,900,1300,900,87,57,126.9408901,37.48303795,42:04.0
C1100893,서울특별시 강서구 곰달래로 271 (화곡동),건강온누리약국,02-2642-0012,1930,1930,1930,1930,1930,1600,1600,2000,930,930,930,930,930,930,1300,900,77,41,126.8631565,37.53251071,42:04.0
C1102064,서울특별시 도봉구 해등로 190 (쌍문동),건강제일녹십자약국,02-906-1024,1900,1900,1900,1900,1900,1900,1800,2000,900,900,900,900,900,900,900,900,13,94,127.0356239,37.65825851,42:04.0
C1104829,서울특별시 중랑구 동일로 786 1층 (중화동),건강제일온누리약국,02-491-1114,2000,2000,2000,2000,2000,1500,1800,2000,900,900,900,900,900,900,900,900,20,88,127.079985,37.60071782,42:04.0
C1107256,서울특별시 강동구 아리수로93길 27,건강플러스약국,02-427-8056,2100,2100,2100,2100,2100,2100,1800,2000,900,900,900,900,900,900,900,900,52,11,127.1738171,37.56562239,42:04.0
C1103687,서울특별시 금천구 시흥대로 391  (독산동),건강플러스약국,02-890-8058,2200,2200,2200,2200,2200,2200,2230,2230,1000,1000,1000,1000,1000,1000,1000,1000,85,84,126.8968873,37.46866368,42:04.0
C1102801,서울특별시 노원구 상계로1길 38 (상계동),건강플러스약국,02-935-5347,2100,2100,2100,2100,2100,2200,1300,2230,900,900,900,900,900,900,900,1000,16,93,127.061703,37.65770092,42:04.0
C1109459,서울특별시 노원구 노해로 490 길빌딩 1층 107호 (상계동),건강한생활약국,02-6203-4900,1900,1900,1900,1900,1900,1600,1300,2230,930,930,930,930,930,930,900,1000,17,51,127.0624109,37.65440974,42:04.0
C1102923,서울특별시 영등포구 국제금융로 108 (여의도동은하빌딩 1층),건강한세상대한약국,02-786-1091,1900,1900,1900,1900,1900,1330,1300,2230,900,900,900,900,900,830,900,1000,150,895,126.933541,37.51871387,42:04.0
C1103227,서울특별시 종로구 새문안로 21 123지하1층 (평동),건강한세상약국,02-733-7870,1800,1800,1800,1800,1800,1300,1300,2230,900,900,900,900,900,900,900,1000,31,81,126.9678583,37.56748611,42:04.0
C1102917,서울특별시 용산구 효창원로93길 2 (청파동2가),건강한약국,02-3273-0750,2100,2100,2100,2100,2100,1700,1300,2230,900,900,900,900,900,900,900,1000,43,11,126.9632389,37.54855833,42:04.0
C1102916,서울특별시 금천구 남부순환로 1384,건강한약국,02-866-1191,2100,2100,2100,2100,2100,1600,1300,2230,900,900,900,900,900,900,900,1000,85,47,126.9044544,37.479724,42:04.0
C1103554,서울특별시 성북구 동소문로42길 14 1층 (하월곡동),건강한약국,02-916-6445,2000,2000,2000,2000,2000,2000,1300,2230,900,900,900,900,900,900,900,1000,27,34,127.0277824,37.60572594,42:04.0
C1107212,서울특별시 동대문구 왕산로32길 7 4층 6호 (용두동),건강한약국,02-957-9784,1900,1900,1900,1900,1900,1500,1300,1300,800,800,800,800,800,800,900,800,25,60,127.0417966,37.57872809,42:04.0
C1107707,서울특별시 성동구 왕십리로 320-1 1층 (도선동),건강한약국,02-2231-8803,2000,2000,2000,2000,2000,1700,1300,1300,800,800,800,800,800,800,900,800,47,9,127.034186,37.56232161,42:04.0
C1107528,서울특별시 노원구 석계로9길 25 1층 오른쪽점포호 (월계동),건강한약국,02-919-1206,2200,2200,2200,2200,2200,2100,2100,2100,900,900,900,900,900,900,1300,900,19,2,127.0629309,37.61694596,42:04.0
C1102075,서울특별시 강동구 구천면로 231,건강한약국,02-487-4112,2100,2100,2100,2100,2100,2100,1900,2100,830,830,830,830,830,830,1500,900,53,26,127.1301292,37.54135809,42:04.0
C1103192,서울특별시 강서구 가로공원로82길 41-8,건강한온누리약국,02-2606-0012,2100,2100,2100,2100,2100,2100,1900,2100,900,900,900,900,900,900,1500,900,77,65,126.8408684,37.53561017,42:04.0
C1108534,서울특별시 강남구 압구정로34길 11 압구정스퀘어 105호 (신사동),건강한온누리약국,02-2268-4582,1900,1900,1900,1900,1900,1400,1900,2100,900,900,900,900,900,900,1500,900,60,23,127.0309753,37.52737814,42:04.0
C1102037,서울특별시 양천구 지양로 22 승원빌딩 1층 102호 (신월동),건강한우리약국,02-2693-3137,1800,1800,1800,1800,1800,1800,1900,2100,830,830,830,830,830,830,1500,900,80,41,126.8373663,37.51874596,42:04.0
C1107545,서울특별시 성동구 아차산로 92 광명타워 1층 (성수동2가),건국약국,02-549-5011,1930,1930,1930,1930,1930,1400,1900,2100,900,900,900,900,900,900,1500,900,47,82,127.054243,37.54475185,42:04.0
C1107781,서울특별시 광진구 광나루로 410 105호 (화양동 KCC파크타운),건대가온약국,02-453-4669,2300,2300,2300,2300,2300,2300,2300,2300,900,900,900,900,900,900,900,900,50,21,127.0750477,37.54656048,42:04.0
C1109512,서울특별시 광진구 아차산로 244 1층 나1호 일부호 (자양동),건대애플약국,02-463-1020,2030,2030,2030,2030,2030,2030,2300,2300,900,900,900,900,900,900,900,900,50,73,127.0702007,37.53973055,42:04.0
C1102919,서울특별시 광진구 아차산로 218 (자양동),건대역약국,02-497-4337,2200,2200,2200,2200,2200,2200,1700,2300,800,800,800,800,800,800,1000,900,50,72,127.0674076,37.54075634,42:04.0
C1108846,서울특별시 강남구 선릉로 806 지하1층 (청담동),건영약국,02-541-7378,1800,1800,1800,1800,1800,1700,2500,2300,900,900,900,900,900,900,2200,900,60,14,127.0396447,37.5238902,42:00.0
C1108413,서울특별시 광진구 능동로 110 스타시티영존 지하2층 B203-1204호 (화양동),건대온누리약국,02-457-7999,1830,1830,1830,1830,1830,1300,1700,2300,830,830,830,830,830,830,1000,900,50,30,127.0714119,37.54065938,42:04.0
C1102920,서울특별시 광진구 능동로 지하110 7호선 건대입구역 지하2층 201호 (화양동),건대지하철약국,02-461-1401,1830,1830,1830,1830,1830,1300,1700,2300,800,800,800,800,800,830,1000,900,50,30,127.0710464,37.54084161,42:04.0
C1103441,서울특별시 중랑구 면목로 421,건명약국,02-435-3900,2030,2500,2020,2020,1700,2500,2500,2300,920,920,920,920,920,2000,2200,900,21,46,127.0870467,37.58971536,42:04.0
C1103548,서울특별시 노원구 동일로191길 23 1층 (공릉동),건민약국,02-975-1254,2130,2130,2130,2130,2130,1600,2500,2300,900,900,900,900,900,900,2200,900,18,57,127.071781,37.62489775,42:04.0
C1108205,서울특별시 동대문구 약령중앙로 72-2 (제기동),건수당한약국,02-966-6835,1900,1900,1900,1900,1900,1700,2500,2300,900,900,900,900,900,900,2200,900,24,78,127.0377015,37.58470485,42:04.0
C1103720,서울특별시 양천구 목동서로 38 상가A동 107호 113호 (목동 목동신시가지아파트1단지),경남약국,02-2647-3012,2130,2130,2130,2130,2130,2130,2500,2300,900,900,900,900,900,900,2200,900,79,80,126.8812068,37.53792144,42:04.0
C1102097,서울특별시 영등포구 여의대방로 383,경도약국,02-780-5004,1900,2000,1900,2000,1900,1400,2500,2300,900,900,900,900,900,900,2200,900,73,33,126.9315197,37.51934744,42:04.0
C1102085,서울특별시 영등포구 선유서로25길 5-1 (양평동2가),경명약국,02-2634-1046,2000,2000,2000,2000,2000,2000,2500,2300,700,700,700,700,700,700,2200,900,72,75,126.8851632,37.52436387,42:04.0
C1103661,서울특별시 양천구 신월로10길 16 (신월동 삼성아파트),경민약국,02-2603-2133,2100,2100,2100,2100,2100,2000,2500,2300,900,900,900,900,900,700,2200,900,80,65,126.8407,37.51585367,42:04.0
C1102668,서울특별시 관악구 남부순환로161길 70 (신림동),경성약국,02-855-3927,2100,2100,2100,2100,2100,2000,2500,2300,900,900,900,900,900,900,2200,900,87,63,126.9187316,37.48534939,42:04.0
C1108168,서울특별시 동대문구 약령서1길 30-2 1층 (제기동),경신당약국,02-964-6044,1730,1730,1730,1730,1730,2000,2500,2300,930,930,930,930,930,900,2200,900,25,69,127.0365126,37.57982545,42:04.0
C1103019,서울특별시 동대문구 사가정로25길 18 (장안동),경애약국,02-2212-8941,2200,2200,2200,2200,1930,2100,2500,2300,900,900,900,900,900,900,2200,900,25,15,127.0705293,37.5795991,42:04.0
C1108158,서울특별시 강남구 삼성로145길 13 1층 102호 (청담동),경옥채한약국,02-3013-1075,1900,1900,1900,1900,1900,1600,2500,2300,1100,1100,1100,1100,1100,1100,2200,900,60,63,127.047005,37.52237769,42:04.0
C1103320,서울특별시 동대문구 고산자로36길 3 (제기동),경원약국,02-967-6217,1900,1900,1900,1900,1900,1600,2500,2300,700,700,700,700,700,700,2200,900,25,71,127.0391432,37.57903894,42:04.0
C1102088,서울특별시 용산구 새창로14길 50 (용문동),경인약국,02-715-6083,2200,2200,2200,2200,2200,2000,2500,2300,800,800,800,800,800,800,2200,900,43,56,126.9593783,37.53737542,42:04.0
C1103317,서울특별시 송파구 가락로42길 9 경인약국 (방이동),경인약국,02-412-7891,2100,2100,2100,2100,2100,1600,2500,2300,900,900,900,900,900,900,2200,900,56,36,127.1208313,37.51234933,42:04.0
C1103006,서울특별시 종로구 평창문화로 35  (평창동),경일약국,02-391-3469,2200,2200,2200,2200,2200,2200,2000,2100,830,830,830,830,830,830,900,900,30,8,126.9653052,37.60507179,42:04.0
C1101887,서울특별시 금천구 시흥대로72길 32 (시흥동),경일약국,02-802-9104,2100,2100,2100,2100,2100,2100,2100,2100,900,900,900,900,900,900,900,900,86,24,126.9002994,37.45809593,42:04.0
C1107990,서울특별시 양천구 월정로 53 (신월동),경창약국,02-2607-2727,2200,2200,2200,2200,2200,2200,2200,2100,900,900,900,900,900,900,1400,900,79,30,126.8415279,37.52443953,42:04.0
C1101889,서울특별시 은평구 서오릉로 157 (구산동),경하프라자약국,02-385-7271,2200,2200,2200,2200,2200,2100,2100,2100,900,900,900,900,900,900,1600,900,34,12,126.9156175,37.61199876,42:04.0
C1101891,서울특별시 노원구 화랑로 337,경화당약국,02-919-7167,2000,2000,2000,2000,2000,1600,2100,2100,830,830,830,830,830,830,1600,900,18,95,127.0652297,37.61514048,42:04.0
C1107730,서울특별시 동대문구 경희대로 17 1층 (회기동),경희고황약국,02-6013-1665,2030,2030,2030,2030,2030,1800,1900,1900,830,830,830,830,830,830,1000,1000,24,54,127.0524483,37.59315774,42:04.0
C1107791,서울특별시 종로구 송월길 99 203동 2218호 (홍파동 경희궁자이 2단지),경희궁햇살약국,02-733-3342,2030,1900,1900,2030,1900,1400,1900,1400,900,900,900,900,900,900,1000,900,31,65,126.9630717,37.57008777,42:04.0
C1108052,서울특별시 동대문구 답십리로65길 77 1층 (장안동),경희다정한약국,02-3390-5175,2000,2000,2000,2030,2000,2000,2000,1400,1100,1100,1100,900,1100,1100,1200,900,25,25,127.069657,37.57599753,42:04.0
C1103746,서울특별시 동대문구 경희대로 19 (회기동),경희동문약국,02-960-0557,2000,2000,2000,2000,2000,1400,2000,1400,900,900,900,900,900,900,1200,900,24,54,127.0525754,37.59340635,42:04.0
C1103369,서울특별시 동대문구 경희대로 24 1층 (회기동),경희메디칼약국,02-966-5830,1930,2030,2030,1830,1830,1430,2000,1400,900,900,900,900,900,900,1200,900,24,53,127.0527111,37.59362222,42:04.0
C1108145,서울특별시 강동구 동남로 889 103호 (명일동),경희메디칼온누리약국,02-427-5757,1900,1900,1900,1900,1900,1400,2000,1400,900,900,900,900,900,900,1200,900,52,69,127.1559479,37.55305502,42:04.0
C1107725,서울특별시 강동구 동남로 881 103호 (명일동 서희스타힐스),경희수약국,02-441-7001,1900,1900,1900,1900,1800,1300,2000,1400,900,900,900,900,900,900,1200,900,52,69,127.1557742,37.55229121,42:04.0
C1103747,서울특별시 동대문구 경희대로1가길 32 (회기동),경희온누리약국,02-3295-0055,1900,1900,1900,1900,1900,1330,2000,1400,830,830,830,830,830,830,1200,900,24,54,127.0517281,37.5930175,42:04.0
C1107130,서울특별시 동대문구 전농로 60-1 1층 (답십리동),365종로약국,02-2215-8704,2400,2400,2400,2400,2400,2400,2400,2400,800,800,800,800,800,800,800,800,26,15,127.0572846,37.56827005,42:03.0
C1102964,서울특별시 동대문구 경희대로 21 지층 1층 2층 (회기동),경희우리약국,02-963-8114,1830,1830,1830,1830,1800,1300,2000,1400,830,830,830,830,830,830,1200,900,24,54,127.0524049,37.59351987,42:04.0
C1108139,서울특별시 강동구 동남로 889 101호 (명일동),경희일번약국,02-441-2011,1830,1830,1830,1830,1830,1300,2000,1400,900,900,900,900,900,900,1200,900,52,69,127.1559479,37.55305502,42:04.0
C1108632,서울특별시 강남구 논현로95길 29-13 2층 (역삼동),경희자연한약국,02-412-0705,1830,1830,1830,1830,1830,1300,2000,1400,930,930,930,930,930,900,1200,900,61,31,127.0341864,37.50107992,42:04.0
C1108192,서울특별시 동대문구 망우로 35 상가동 B103 B104(일부)호 (휘경동 휘경 제이스카이 아파트),경희자연한약국,02-2203-7511,1830,1830,1830,1830,1830,1330,2000,1400,930,930,930,930,930,930,1200,900,24,39,127.0575358,37.58903063,42:04.0
C1101894,서울특별시 강동구 동남로 877 한화오벨리스크스위트 103호 (명일동),경희정문약국,02-442-0805,2030,2030,2030,2030,2030,1400,2000,1400,900,900,900,900,900,900,1200,900,52,69,127.1559781,37.55265437,42:04.0
C1109208,서울특별시 동대문구 경희대로 22-1 1층 (회기동),경희정문약국,02-957-6257,0,2030,2030,2030,2030,1400,2000,1400,0,900,900,900,900,900,1200,900,24,53,127.0528711,37.59352786,42:04.0
C1107533,서울특별시 동대문구 경희대로 19-5 (회기동),경희제일약국,02-6403-1082,1900,1900,1900,1900,1900,1900,2000,1400,900,900,900,900,900,840,1200,900,24,54,127.052222,37.59326596,42:04.0
C1101984,서울특별시 동대문구 경희대로 19-9 지하1층 1층 (회기동),경희중앙약국,02-968-4445,1830,1830,1830,1830,1830,1330,2000,1400,800,800,800,800,800,800,1200,900,24,54,127.0520453,37.59320837,42:04.0
C1101985,서울특별시 강동구 구천면로 245,경희프라자약국,02-472-8244,2100,2100,2100,2100,2100,2030,2000,1800,900,900,900,900,900,850,1200,900,53,26,127.1309138,37.54227624,42:04.0
C1109538,서울특별시 관악구 낙성대역길 91 1층 (봉천동),경희한방약국,02-878-7578,2100,2100,1900,2100,2100,2030,2000,1800,1030,1030,1030,1030,1030,850,1200,900,87,93,126.9638449,37.47445401,42:04.0
C1103002,서울특별시 동작구 성대로 32 (상도동 계령약국),계령약국,02-822-8105,2000,1930,2000,2000,1900,2000,2100,1800,930,930,930,930,930,930,1030,900,70,42,126.9330246,37.49916539,42:04.0
C1104793,서울특별시 성북구 동소문로20길 43 1층 (동선동1가),계산온누리약국,02-925-4551,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1000,1500,1500,28,45,127.0170248,37.59066701,42:04.0
C1109381,서울특별시 강동구 고덕로 266 고덕역 대명벨리온 312호 (명일동),고덕3층약국,02-429-9929,1900,1900,1800,1900,1900,1400,2200,2200,930,930,930,930,930,930,1500,1500,52,69,127.1551146,37.55469368,42:04.0
C1109382,서울특별시 강동구 고덕로 256 명성프라자 101호 (명일동),고덕경희온누리약국,02-429-5885,1930,1930,1930,1930,1930,1500,2200,2200,900,900,900,900,900,900,1500,1500,52,69,127.1541053,37.55461986,42:04.0
C1107327,서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 208호 (고덕동),고덕약국,02-427-9904,1830,1830,1830,1830,1830,1300,2200,2200,900,900,900,900,900,900,1500,1500,52,24,127.1646847,37.5572346,42:04.0
C1109273,서울특별시 강동구 고덕로 266 고덕역 대명벨리온 408호 (명일동),고덕호약국,02-426-3633,1930,2030,1930,1930,2030,1530,2200,2200,900,900,900,900,900,900,1500,1500,52,69,127.1551146,37.55469368,42:04.0
C1109282,서울특별시 마포구 신촌로 지하 90 신촌역 B1 240-107호 (노고산동),고래약국,02-333-7967,2300,2300,2300,2300,2300,2300,2300,2300,800,800,800,800,800,900,900,900,40,58,126.9361192,37.55544179,42:04.0
C1102966,서울특별시 강동구 천호대로 1125 (길동),고려약국,02-477-5257,2200,2200,2200,2200,2200,2200,2300,2300,800,800,800,800,800,800,900,900,53,55,127.1367777,37.53491916,42:04.0
